series_key,series_label,date,actual_value,model_name,model_origin,model_family,forecast_value,forecast_type,horizon_days,forecast_start_date,run_id,source_artifact,is_baseline,is_challenger,is_deferred,is_selected_champion,risk_status,lower_bound,upper_bound,interval_level
APC-Dedicated,APC-Dedicated,2025-06-04,2166.200666,FixedGrowth_1_5,baseline,growth_baseline,2190.3031589375,backtest,3,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-05,2134.843964,FixedGrowth_1_5,baseline,growth_baseline,2191.39667025,backtest,4,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-06,2120.254292,FixedGrowth_1_5,baseline,growth_baseline,2192.4901815625,backtest,5,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-07,2114.710938,FixedGrowth_1_5,baseline,growth_baseline,2193.583692875,backtest,6,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-08,2109.059312,FixedGrowth_1_5,baseline,growth_baseline,2194.6772041875,backtest,7,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-09,2106.354733,FixedGrowth_1_5,baseline,growth_baseline,2195.7707155000003,backtest,8,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-10,2097.740968,FixedGrowth_1_5,baseline,growth_baseline,2196.8642268125,backtest,9,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-11,2089.000023,FixedGrowth_1_5,baseline,growth_baseline,2197.957738125,backtest,10,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-12,2077.79025,FixedGrowth_1_5,baseline,growth_baseline,2199.0512494375,backtest,11,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-13,2049.2127020000003,FixedGrowth_1_5,baseline,growth_baseline,2200.14476075,backtest,12,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-14,2014.064224,FixedGrowth_1_5,baseline,growth_baseline,2201.2382720625,backtest,13,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-15,1973.819672,FixedGrowth_1_5,baseline,growth_baseline,2202.331783375,backtest,14,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-16,1938.249986,FixedGrowth_1_5,baseline,growth_baseline,2203.4252946875,backtest,15,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-17,1894.574424,FixedGrowth_1_5,baseline,growth_baseline,2204.518806,backtest,16,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-18,1829.314011,FixedGrowth_1_5,baseline,growth_baseline,2205.6123173125,backtest,17,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-19,1717.936553,FixedGrowth_1_5,baseline,growth_baseline,2206.705828625,backtest,18,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-20,1584.741247,FixedGrowth_1_5,baseline,growth_baseline,2207.7993399375,backtest,19,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-21,1456.73439,FixedGrowth_1_5,baseline,growth_baseline,2208.89285125,backtest,20,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-22,1397.339285,FixedGrowth_1_5,baseline,growth_baseline,2209.9863625625003,backtest,21,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-23,1372.861677,FixedGrowth_1_5,baseline,growth_baseline,2211.079873875,backtest,22,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-24,1368.984671,FixedGrowth_1_5,baseline,growth_baseline,2212.1733851875,backtest,23,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-25,1366.851151,FixedGrowth_1_5,baseline,growth_baseline,2213.2668965000003,backtest,24,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-26,1365.036197,FixedGrowth_1_5,baseline,growth_baseline,2214.3604078125,backtest,25,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-27,1363.31205,FixedGrowth_1_5,baseline,growth_baseline,2215.453919125,backtest,26,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-28,1358.835817,FixedGrowth_1_5,baseline,growth_baseline,2216.5474304375,backtest,27,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-29,1347.996706,FixedGrowth_1_5,baseline,growth_baseline,2217.64094175,backtest,28,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-06-30,1332.869394,FixedGrowth_1_5,baseline,growth_baseline,2218.7344530625,backtest,29,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-01,1317.257829,FixedGrowth_1_5,baseline,growth_baseline,2219.827964375,backtest,30,2025-06-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-02,1304.021445,FixedGrowth_1_5,baseline,growth_baseline,1317.9164579145,backtest,1,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-03,1293.5440070000002,FixedGrowth_1_5,baseline,growth_baseline,1318.575086829,backtest,2,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-04,1286.729426,FixedGrowth_1_5,baseline,growth_baseline,1319.2337157435,backtest,3,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-05,1283.6117379999998,FixedGrowth_1_5,baseline,growth_baseline,1319.892344658,backtest,4,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-06,1280.422182,FixedGrowth_1_5,baseline,growth_baseline,1320.5509735725,backtest,5,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-07,1279.079191,FixedGrowth_1_5,baseline,growth_baseline,1321.209602487,backtest,6,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-08,1279.079191,FixedGrowth_1_5,baseline,growth_baseline,1321.8682314015,backtest,7,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-09,1279.5696180000002,FixedGrowth_1_5,baseline,growth_baseline,1322.526860316,backtest,8,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-10,1279.867849,FixedGrowth_1_5,baseline,growth_baseline,1323.1854892304998,backtest,9,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-11,1280.257714,FixedGrowth_1_5,baseline,growth_baseline,1323.8441181449998,backtest,10,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-12,1280.257714,FixedGrowth_1_5,baseline,growth_baseline,1324.5027470594998,backtest,11,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-13,1280.257714,FixedGrowth_1_5,baseline,growth_baseline,1325.1613759739998,backtest,12,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-14,1280.014829,FixedGrowth_1_5,baseline,growth_baseline,1325.8200048885,backtest,13,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-15,1278.8787510000002,FixedGrowth_1_5,baseline,growth_baseline,1326.478633803,backtest,14,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-16,1274.707513,FixedGrowth_1_5,baseline,growth_baseline,1327.1372627175,backtest,15,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-17,1274.200147,FixedGrowth_1_5,baseline,growth_baseline,1327.795891632,backtest,16,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-18,1274.120194,FixedGrowth_1_5,baseline,growth_baseline,1328.4545205465,backtest,17,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-19,1274.153127,FixedGrowth_1_5,baseline,growth_baseline,1329.113149461,backtest,18,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-20,1274.153127,FixedGrowth_1_5,baseline,growth_baseline,1329.7717783755,backtest,19,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-21,1274.8003480000002,FixedGrowth_1_5,baseline,growth_baseline,1330.43040729,backtest,20,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-22,1275.3239179999998,FixedGrowth_1_5,baseline,growth_baseline,1331.0890362045,backtest,21,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-23,1276.04455,FixedGrowth_1_5,baseline,growth_baseline,1331.747665119,backtest,22,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-24,1276.794671,FixedGrowth_1_5,baseline,growth_baseline,1332.4062940335,backtest,23,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-25,1277.4117749999998,FixedGrowth_1_5,baseline,growth_baseline,1333.064922948,backtest,24,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-26,1277.80956,FixedGrowth_1_5,baseline,growth_baseline,1333.7235518624998,backtest,25,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-27,1277.975718,FixedGrowth_1_5,baseline,growth_baseline,1334.3821807769998,backtest,26,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-28,1278.5566479999998,FixedGrowth_1_5,baseline,growth_baseline,1335.0408096914998,backtest,27,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-29,1279.197878,FixedGrowth_1_5,baseline,growth_baseline,1335.6994386059998,backtest,28,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-30,1279.608687,FixedGrowth_1_5,baseline,growth_baseline,1336.3580675204998,backtest,29,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-07-31,1280.3603830000002,FixedGrowth_1_5,baseline,growth_baseline,1337.016696435,backtest,30,2025-07-01,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-01,1280.843396,FixedGrowth_1_5,baseline,growth_baseline,1281.0005631915,backtest,1,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-02,1280.9292199999998,FixedGrowth_1_5,baseline,growth_baseline,1281.6407433830002,backtest,2,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-03,1281.004963,FixedGrowth_1_5,baseline,growth_baseline,1282.2809235745,backtest,3,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-04,1281.004963,FixedGrowth_1_5,baseline,growth_baseline,1282.9211037660002,backtest,4,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-05,1278.2396930000002,FixedGrowth_1_5,baseline,growth_baseline,1283.5612839575,backtest,5,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-06,1277.780786,FixedGrowth_1_5,baseline,growth_baseline,1284.2014641490002,backtest,6,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-07,1277.780786,FixedGrowth_1_5,baseline,growth_baseline,1284.8416443405,backtest,7,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-08,1279.417889,FixedGrowth_1_5,baseline,growth_baseline,1285.4818245320002,backtest,8,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-09,1280.599419,FixedGrowth_1_5,baseline,growth_baseline,1286.1220047235,backtest,9,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-10,1281.075032,FixedGrowth_1_5,baseline,growth_baseline,1286.7621849150005,backtest,10,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-11,1282.104502,FixedGrowth_1_5,baseline,growth_baseline,1287.4023651065002,backtest,11,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-12,1282.980376,FixedGrowth_1_5,baseline,growth_baseline,1288.0425452980005,backtest,12,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-13,1283.827668,FixedGrowth_1_5,baseline,growth_baseline,1288.6827254895002,backtest,13,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
APC-Dedicated,APC-Dedicated,2025-08-14,1284.4939829999998,FixedGrowth_1_5,baseline,growth_baseline,1289.3229056810003,backtest,14,2025-07-31,full_baseline_20260611_103953,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,True,False,False,False,ok,,,
